order #,fset #,eset #,gon-f-e,region,sub region,country,lct,segment,sub segment,modality,mct - explore,customer,psi description,psi group,fset main mor,fset value,order init date,aosd,cosd,sosd,rsdd,asdd,missing asdd,fpd,asds,myor shortage,billing terms,aicd,hfs credit status,hfs credit approved date,taskray cosd,modified cosd,ls,ld,lm,eset main mor,inco terms,pjm,eom order status,pmi/owner,customer class,procure date,cdo date,rsds,po/ir,credit status,credit override date,credit approved date,inst,fulfilment model,shippable item flag,eset creation date,customer class new,lead_time_from_ecd_to_cosd,lead_time_from_ecd_to_aosd,lead_time_from_ecd_to_asdd,lead_time_from_ecd_to_asds,lead_time_from_ecd_to_procure_date,modality encoded,country encoded,customer class new encoded,cosd duplicate,aosd duplicate,predicted cosd,confidence interval lower,confidence interval upper,cosd vs aosd (days),outlier,cosd prediction
5050699,1,6,5050699-1-6,EMEA,Eastern Europe,Romania,South Eastern Europe,Imaging,CT,CT,Romania,MINIMED SOLUTIONS SRL,Revolution EVO3.7 Mid BHW,Revolution EVO BHW,360937,454249,2021-06-14,2023-06-29,2023-06-29,2023-07-13,2023-06-23,2023-06-29,Fully Shipped,2023-04-03,2023-04-13,No,00_00_00_00_00_00_100,2024-05-31,Not Approved,,,,32,5,42,253535,CIP,"Marcu, Olivia Cristina",Procured Not Cancelled,Dumitrescu Dragos,GBL-PRIVATE,2022-02-24,2023-03-28,2024-06-13,2023-05-10,Credit Approved,,,5050699-Minimed Arges-Revolution EVO-INST-0266710,DISTRIB,Yes,2022-02-24,Direct Private,490,490.0,490.0,413.0,0,3,74,0,2023-06-29,2023-06-29,2023-06-03,2023-02-05,2023-09-28,26.0,No,4. Greater than 21 Days
5264835,4,4,5264835-4-4,Intercontinental,Japan,Japan,Japan,Imaging,CT,CT,Kanagawa Nishi Tokyo,KK)IB JAPAN,Revo Maxima 55kW Mid  Hino,Revolution Maxima Hino,165691,255071,2022-12-26,2023-08-21,2023-08-21,2023-08-21,2023-08-18,2023-08-18,Fully Shipped,2023-08-16,2023-08-08,No,00_00_00_00_00_100_00,2023-08-21,Not Approved,,,,2,2,42,165691,CIF,"Fujii, Eiko",Procured Not Cancelled,Hirokazu Kikuma,GBL-PRIVATE,2023-05-09,2023-05-19,2023-08-16,2023-08-08,Credit Approved,,,5264835-医療法人社団新東京石心会　さいわい鶴見病院-Revoluti,CDO-EOM-IRISO,Yes,2022-12-26,Direct Private,238,238.0,235.0,225.0,134,3,44,0,2023-08-21,2023-08-21,2023-08-21,2023-08-19,2023-08-22,0.0,No,1. Within 7 Days
5342499,1,4,5342499-1-4,EMEA,Southern Europe,Italy,IMI,Imaging,CT,AW,Italy North East,AZ ULSS N.7 PEDEMONTANA,HP DL360 G10 Server Low Tier,Revolution Ascend 72kW BHW,422968,418500,2023-08-10,2023-11-17,2023-11-15,2023-11-15,2023-11-05,2023-11-06,Fully Shipped,2023-10-31,2023-10-30,No,00_00_00_00_00_00_100,2023-12-04,Not Approved,,,,4,6,14,106463,DAP,"Mercanti, Stefania",Procured Not Cancelled,Sergio Walter Rampin,GBL-PUBLIC,2023-10-20,2023-10-20,2024-02-16,2023-11-03,Credit Approved,2023-08-10,2023-11-07,5342499-P.O. Di Asiago-Revolution Ascend-INST-0332134,CDO-EOM-IRISO,Yes,2023-08-08,Direct Public,99,101.0,90.0,83.0,73,1,42,1,2023-11-15,2023-11-17,2023-11-17,2023-10-17,2023-12-18,0.0,No,1. Within 7 Days
5402542,1,1,5402542-1-1,Intercontinental,ASEAN,Thailand,Thailand,Imaging,CT,CT,Thailand,"UDORN PATTANA (1994) CO.,LTD.",Maxima 1.5 72kW Long BHW,Revolution Maxima 72kW BHW,268518,267526,2024-01-23,2024-03-20,2024-03-20,2024-03-20,2024-03-20,2024-03-20,Fully Shipped,2024-03-07,2024-02-21,No,00_20_00_00_00_00_80,2024-06-20,Not Approved,,,,30,1,42,250693,DDP,"Anpanya, Wattaporn",Procured Not Cancelled,YAOWARA PUNHIRUN,EXTERNAL-PVT_SEA,2024-01-23,2024-01-23,2024-09-11,2024-03-05,Credit Approved,,2024-01-23,5402542-Ake Udon International Hospi-Revolution Maxima-INST-0383025,CDO-EOM-IRISO,Yes,2024-01-22,Direct Public,58,58.0,58.0,30.0,1,3,89,1,2024-03-20,2024-03-20,2024-03-19,2024-03-16,2024-03-23,1.0,No,1. Within 7 Days
5208685,1,1,5208685-1-1,EMEA,FBFA,France,France,Imaging,MR,MR,France North and IDF,CH RENE DUBOS,1.5T SIGNA VOYAGER DETACH FLO,1.5T SIGNA VOYAGER IPM DETACH FLO,1088372,1275894,2022-08-11,2023-01-30,2023-01-09,2023-01-09,2023-01-05,2023-01-30,Fully Shipped,,2023-01-09,No,00_00_00_00_00_00_100,2023-01-30,Not Approved,,,,20,4,42,1067352,CIF,"RICHARD, Maiwenn",Procured Not Cancelled,Eric Granzotto,GBL-PUBLIC,2022-08-11,2022-10-18,2024-06-28,2023-01-24,Credit Approved,,2022-08-11,5208685-Ch Pontoise/Hopital Rene Dub-SIGNA Voyager 1.5T-INST-0280746,STD,Yes,2022-07-26,Direct Public,167,188.0,188.0,167.0,16,9,28,1,2023-01-09,2023-01-30,2023-01-15,2022-12-24,2023-02-06,15.0,No,3. Within 21 Days
5341371,1,1,5341371-1-1,EMEA,Southern Europe,Italy,IMI,Imaging,CT,CT,Italy South,AZIENDA SANITARIA LOCALE BR,Revo Ascend 72kW Long BHW,Revolution Ascend 72kW BHW,300525,300000,2023-08-04,2024-03-12,2024-02-16,2024-02-19,2024-02-10,2024-02-21,Fully Shipped,2024-01-29,2024-01-12,Yes,00_00_00_00_00_00_100,2024-04-10,Not Approved,,,,32,6,30,255164,DAP,"Lojacono, Francesco Mario",Procured Not Cancelled,Francesco Mininno,GBL-PUBLIC,2023-12-28,2024-01-26,2024-06-23,2024-01-22,Credit Approved,2023-09-04,2023-12-28,5341371-Brindisi- Perrino- TC Ascend-Revolution Ascend-INST-0374320,CDO-EOM-IRISO,Yes,2023-08-03,Direct Public,197,222.0,202.0,162.0,147,3,42,1,2024-02-16,2024-03-12,2024-02-17,2024-01-27,2024-03-09,24.0,No,4. Greater than 21 Days
5258789,1,1,5258789-1-1,EMEA,MENEAT,Sudan,North East Africa,Imaging,MR,MR,Sudan,SAMASU FOR MEDICAL AND EDUCATIONAL SERVICES CO. LTD,1.5T SIGNA EXPL FIXED SL FLO,1.5T SIGNA EXPLORER W US,655513,694620,2022-12-15,2023-06-21,2023-03-12,2023-03-31,2023-02-17,2023-03-24,Fully Shipped,2023-01-26,2023-01-10,Yes,00_00_00_100_00_00_00,2023-06-21,Not Approved,,,2095-08-08,20,21,42,655514,FCA,"Abd El Hady Mahmoud, Ahmad",Procured Not Cancelled,Tamer Bassiony,EAGM-VIP PARTNER PRIVATE,2022-12-15,2023-02-02,2023-02-16,2023-01-31,Credit Approved,,2022-12-15,5258789-Samasu Kuwaiti Hospital-SIGNA Explorer 1.5T-INST-0345662,STD,Yes,2022-12-14,Indirect,88,189.0,100.0,27.0,1,9,84,2,2023-03-12,2023-06-21,2023-03-06,2023-02-13,2023-03-27,107.0,Yes,4. Greater than 21 Days
5328763,1,1,5328763-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Gujarat,DR PRANJAL SWAPNESHKUMAR PATEL,Aspire 8 with Up/Down Table India,Revolution Aspire 8 India,138407,142054,2023-06-28,2023-11-24,2023-12-10,2023-12-10,2023-12-08,2023-11-23,Fully Shipped,2023-12-28,2023-11-11,No,00_00_00_100_00_00_00,2023-11-24,Not Approved,,,,1,1,30,132258,FOB,"Shahul, Mohammed",Procured Not Cancelled,Lakhan Singh_DEL,EXTERNAL-PVT_INDIA,2023-10-31,2023-10-31,2024-03-27,2023-11-14,Credit Approved,2023-09-11,2023-11-21,5328763-Shail X-Ray & Sonography Cli-ASpire select-INST-0365437,STD,Yes,2023-06-27,Direct Public,166,150.0,149.0,137.0,126,3,37,1,2023-12-10,2023-11-24,2023-12-05,2023-11-21,2023-12-18,-11.0,No,2. Within 14 Days
5437751,1,1,5437751-1-1,EMEA,Eastern Europe,Ukraine,Ukraine,Imaging,CT,CT,Ukraine,PROTECH-SOLUTIONS SWITZERLAND AG,Discovery RT Gen3 MID BHW,Discovery RT BHW,337841,353241,2024-05-07,2024-09-12,2024-08-21,2024-08-20,2024-08-07,2024-08-21,Fully Shipped,2024-08-05,2024-06-28,No,00_05_95_00_00_00_00,2024-09-12,Not Approved,,,,32,14,60,326656,FCA,"Oliinyk, Oleksandra",Procured Not Cancelled,Togzhan Zhunisbek,CIS VIP PARTNER PRIVATE,2024-05-07,2024-05-07,2024-09-12,2024-07-30,Credit Approved,,2024-05-07,5437751-Волынская областная клиничес-Discovery RT-INST,STD,Yes,2024-05-07,Indirect,106,128.0,106.0,52.0,0,3,94,2,2024-08-21,2024-09-12,2024-08-19,2024-07-26,2024-09-12,24.0,No,4. Greater than 21 Days
5442882,1,1,5442882-1-1,Intercontinental,Japan,Japan,Japan,Imaging,CT,CT,Kansai,KK) L&G System,Ascend Elite 3.0 Long Hino,Revolution Ascend Elite Hino,230439,249689,2024-05-23,2024-08-15,2024-08-15,2024-08-15,2024-08-13,2024-08-13,Fully Shipped,2024-08-07,2024-08-06,No,00_00_00_00_00_100_00,2024-08-15,Not Approved,,,,2,2,42,230439,CIF,"Soga, Sayaka",Procured Not Cancelled,Hirohisa Takada,,2024-05-23,2024-07-03,2024-08-09,2024-08-06,Credit Approved,,,5442882-社会医療法人西陣健康会　堀川病院-Revolution Ascend Elite,CDO-EOM-AFF,Yes,2024-05-23,Direct Public,84,84.0,82.0,75.0,0,3,44,1,2024-08-15,2024-08-15,2024-08-14,2024-08-11,2024-08-17,1.0,No,1. Within 7 Days
5220393,1,2,5220393-1-2,EMEA,RCIS,Russia,Russia,Imaging,CT,AW,Moscow and Central,GORMEDTEHNIKA GAU,AW Low Tier Server,Revolution EVO BHW,172141,310588,2022-09-01,2023-04-24,2023-02-13,2023-02-20,2023-02-13,2023-04-24,Fully Shipped,,2023-02-01,No,00_00_00_85_00_15_00,2023-12-20,Not Approved,,,2023-04-24,12,6,14,32833,DDP,"Smirnova, Evgenia",Procured Not Cancelled,,GBL-PUBLIC,2022-09-02,2022-12-17,2023-10-31,2023-02-06,Credit Approved,,2022-09-01,"5220393-#47-ГБУЗ ""ДЦ № 5 ДЗМ""-Revolution EVO-INST-0330643",DCDO,Yes,2022-09-01,Direct Public,165,235.0,235.0,153.0,1,1,75,1,2023-02-13,2023-04-24,2023-02-13,2023-02-12,2023-02-13,70.0,No,4. Greater than 21 Days
5330570,1,1,5330570-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Madhya Pradesh,INFINITY DIAGNOSTIC CENTER,Revo Maxima Mid India,Revolution Maxima India,370215,381763,2023-06-29,2023-12-27,2023-12-30,2023-12-30,2023-12-29,2023-11-22,Fully Shipped,2023-11-09,2023-10-26,Yes,00_00_00_100_00_00_00,2023-12-27,Not Approved,,,2023-12-29,1,1,42,370215,FOB,"Shahul, Mohammed",Procured Not Cancelled,Lakhan Singh_DEL,EXTERNAL-PVT_INDIA,2023-07-26,2023-10-10,2023-11-22,2023-10-27,Credit Approved,2023-07-16,2023-11-22,5330570-Infinity Diagnostic Center-Revolution Maxima-INST-0370637,STD,Yes,2023-06-29,Direct Public,184,181.0,146.0,119.0,27,3,37,1,2023-12-30,2023-12-27,2023-12-25,2023-11-30,2024-01-19,2.0,No,1. Within 7 Days
5365415,1,3,5365415-1-3,EMEA,Southern Europe,Italy,IMI,Imaging,CT,AW,Italy North West,ASL CITTA DI TORINO,HP DL360 G10 Server Low Tier,Revolution Ascend 72kW BHW,366412,369000,2023-10-11,2023-12-21,2023-11-30,2023-11-30,2023-11-24,2023-12-07,Fully Shipped,2023-12-11,2023-11-20,No,00_00_00_00_00_00_100,2023-12-27,Not Approved,,,,4,6,14,64898,DAP,"Mercanti, Stefania",Procured Not Cancelled,,GBL-PUBLIC,2023-10-17,2023-10-17,2024-03-26,2023-11-21,Credit Approved,2023-10-11,2023-11-27,5365415-San Giovanni Bosco-Revolution Ascend-INST-0384051,CDO-EOM-IRISO,Yes,2023-10-17,Direct Public,44,65.0,51.0,34.0,0,1,42,1,2023-11-30,2023-12-21,2023-12-07,2023-11-16,2023-12-29,14.0,No,2. Within 14 Days
5280802,1,2,5280802-1-2,EMEA,Eastern Europe,Poland,North Eastern Europe,Imaging,CT,CT Digital,Poland,NARODOWY INSTYTUT ONKOLOGII IM. MARII SKLODOWSKIEJ-CURIE - PANSTOWOWY INSTYTUT BADAWCZY,CT Smart Subscription T03,Revolution Ascend 72kW Hino,621421,878166,2023-02-09,2023-03-30,2023-03-30,2023-03-30,2023-03-30,2023-03-24,Fully Shipped,2023-03-15,2023-02-27,No,00_00_00_00_00_100_00,2023-08-28,Not Approved,,,,16,6,1,0,DDP,"Seliga, Grzegorz",Procured Not Cancelled,Roman Hałas,GBL-PUBLIC,2023-02-10,2023-02-16,2024-03-15,2023-03-15,Credit Approved,,2023-02-10,5280802-Center Oncology Institute of-Revolution Ascend-INST-0344166,DISTRIB,Yes,2023-02-09,Direct Public,49,49.0,43.0,18.0,1,4,70,1,2023-03-30,2023-03-30,2023-03-29,2023-03-22,2023-04-04,1.0,No,1. Within 7 Days
5120146,1,1,5120146-1-1,EMEA,Northern Europe,United Kingdom,UKI,Imaging,CT,CT,UK Scotland,IMV IMAGING (UK LTD),Rev ACT BJ 21 IW BHW,Revolution ACT BHW,131954,141938,2021-12-02,2023-12-18,2023-12-28,2023-12-28,2023-12-27,2023-12-15,Fully Shipped,2023-11-15,2023-11-15,No,00_00_00_00_00_00_100,2024-03-14,Not Approved,,,,35,3,30,131953,CIF,"Hatton, Tracey Ann",Procured Not Cancelled,Chris Wilson,GBL-PRIVATE,2023-08-14,2023-10-08,2023-11-29,2023-12-11,Credit Approved,,,"5120146-Parkside Vets, Dundee-Revolution ACT-INST-144979",CDO-FAILURE - E,Yes,2021-11-30,Direct Private,758,748.0,745.0,715.0,622,3,96,0,2023-12-28,2023-12-18,2023-12-21,2023-09-26,2024-03-16,-3.0,No,1. Within 7 Days
5346201,1,1,5346201-1-1,Intercontinental,Mexico,Mexico,Mexico,Imaging,CT,CT,Mexico South,GRUPO HOSPITALARIO MEDINA,Rev ACT BJ 21 IW BHW,Revolution ACT BHW,193662,245000,2023-08-22,2023-12-18,2023-12-18,2023-12-18,2023-12-15,2023-12-15,Fully Shipped,,2023-09-19,No,00_00_00_00_100_00_00,2024-09-18,Not Approved,,,,21,3,30,180011,DAP,"Mondragón, Mariana Cristina",Procured Not Cancelled,Ramon Cervantes,MEXICO-PRIVATE,2023-08-22,2023-08-29,2024-09-18,2023-10-02,Credit Approved,,2023-08-22,5346201-GRUPO HOSPITALARIO MEDINA-Revolution ACT-INST-0374466,DCDO,Yes,2023-08-21,Direct Private,119,119.0,116.0,29.0,1,3,54,0,2023-12-18,2023-12-18,2023-12-13,2023-11-10,2024-01-14,5.0,No,1. Within 7 Days
5314224,1,1,5314224-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Karnataka,SPECTRUM DIAGNOSTICS AND HEALTHCARE,Revolution Aspire ES India,Revolution Aspire 8 India,135039,139965,2023-05-19,2023-06-23,2023-06-30,2023-06-30,2023-06-29,2023-06-22,Fully Shipped,,2023-05-25,No,00_00_00_100_00_00_00,2023-06-23,Not Approved,,,,1,1,30,135039,FOB,"S M, SIDDANAGOWDA",Procured Not Cancelled,Shyam H R_DEL,EXTERNAL-PVT_INDIA,2023-05-20,2023-05-20,2023-06-27,2023-05-29,Credit Approved,2023-05-20,2023-06-16,5314224-Spectrum Diagnostics & Healt-Revolution Aspire-INST-0364003,STD,Yes,2023-05-19,Direct Public,42,35.0,34.0,6.0,1,3,37,1,2023-06-30,2023-06-23,2023-06-28,2023-06-22,2023-07-05,-5.0,No,1. Within 7 Days
5208195,1,3,5208195-1-3,EMEA,Southern Europe,Spain,Iberia,Imaging,MR,AW,Spain Norte,GVCS DPT SALUD CASTELLON,AW High Tier Server,1.5T SIGNA VOYAGER IPM DETACH TJS,876140,966101,2022-09-13,2023-08-02,2023-07-10,2023-07-10,2023-07-07,2023-07-10,Fully Shipped,2023-05-02,2023-04-27,No,100_00_00_00_00_00_00,2023-08-04,Not Approved,,,,8,3,14,9451,DDP,"Redondo Carmena, Diana",Procured Not Cancelled,,GBL-PUBLIC,2023-01-10,2023-03-13,2024-04-25,2023-05-08,Credit Approved,,2022-09-13,5208195-Hospital de Castellón RM #2 -SIGNA Voyager 1.5T-INST-0290895,STD,Yes,2022-09-13,Direct Public,300,323.0,300.0,226.0,119,1,82,1,2023-07-10,2023-08-02,2023-06-10,2023-04-29,2023-07-23,53.0,No,4. Greater than 21 Days
5337252,1,1,5337252-1-1,Intercontinental,Korea,Korea,Korea,Imaging,MR,MR,Korea HQ,"G-medi Co.,Ltd",3.0T SIGNA PIONEER MR28 TJ SM,3.0T SIGNA PIONEER TJ SM,950660,917934,2023-07-21,2023-11-04,2023-11-04,2023-11-04,2023-11-03,2023-11-03,Fully Shipped,2023-10-13,2023-10-10,Yes,00_00_00_00_00_00_100,2023-11-04,Not Approved,,,,23,2,42,913926,CUSTOMER SITE,"Jo, Kyung-Mi",Procured Not Cancelled,Sejin Heo,EXTERNAL-PVT_KOREA,2023-07-21,2023-07-24,2023-12-07,2023-10-27,Credit Approved,,2023-07-21,5337252-CP20-지메디-베데스다복음병원-SIGNA Pioneer 3.0T-INST-0363365,STD,Yes,2023-07-20,Direct Public,107,107.0,106.0,82.0,1,9,48,1,2023-11-04,2023-11-04,2023-11-03,2023-10-25,2023-11-11,1.0,No,1. Within 7 Days
5339653,1,1,5339653-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Delhi,MEDIMAZE SOLUTIONS PRIVATE LIMITED,Revo Maxima Mid India,Revolution Maxima India,333520,462113,2023-07-28,2023-08-06,2023-07-31,2023-08-03,2023-07-28,2023-07-29,Fully Shipped,,,No,00_00_00_100_00_00_00,2023-08-06,Not Approved,,,2023-08-12,1,1,42,329240,FOB,"Mohammed, Shahul",Procured Not Cancelled,Anurag Jha,EXTERNAL-PVT_INDIA,2023-07-28,,2024-03-16,,Credit Approved,,2023-07-28,5339653-Krsnaa Diagnostics Limited-Revolution Maxima-INST-0322586,STD,Yes,2023-07-28,Direct Public,3,9.0,1.0,,0,3,37,1,2023-07-31,2023-08-06,2023-08-09,2023-07-31,2023-08-18,-3.0,No,1. Within 7 Days
5346920,1,3,5346920-1-3,EMEA,Southern Europe,Italy,IMI,Imaging,CT,AW,Italy Center,AZIENDA UNITA' SANITARIA LOCALE TOSCANA NORD - OVEST,HP DL360 G10 Server Low Tier,Revolution Ascend 72kW BHW,396414,407000,2023-08-24,2024-04-22,2024-04-22,2024-04-22,2024-04-16,2024-04-11,Fully Shipped,2024-03-22,2024-03-22,No,00_00_00_00_00_00_100,2024-05-13,Not Approved,,,,4,6,14,102023,DAP,"Mecocci, Chiara",Procured Not Cancelled,Lorenzo Bocciardi,GBL-PUBLIC,2024-01-08,2024-01-11,2024-05-08,2024-03-25,Credit Approved,2023-08-31,2024-04-17,5346920-Ospedale Lucca-Revolution Ascend-INST-0375284,DISTRIB,Yes,2023-08-23,Direct Public,243,243.0,232.0,212.0,138,1,42,1,2024-04-22,2024-04-22,2024-04-21,2024-04-16,2024-04-26,1.0,No,1. Within 7 Days
5221254,1,1,5221254-1-1,EMEA,RCIS,Russia,Russia,Imaging,CT,CT,Moscow and Central,GORMEDTEHNIKA GAU,REVOLUTION EVO 3.6B MID BJG,Revolution EVO BHW,181558,324760,2022-09-05,2023-05-31,2023-04-21,2023-04-21,2023-04-21,2023-05-30,Fully Shipped,,2023-04-05,No,00_00_00_85_00_15_00,2023-12-13,Not Approved,,,2023-05-31,10,6,42,148725,DDP,"Smirnova, Evgenia",Procured Not Cancelled,Ilya Marukhin,GBL-PUBLIC,2023-03-28,2023-04-17,2023-12-19,2023-04-28,Credit Approved,,2022-09-26,"5221254-#24-ГБУЗ ""ГП № 214 ДЗМ""-Revolution EVO-INST-0330655",DCDO,Yes,2022-09-05,Direct Public,228,268.0,267.0,212.0,204,3,75,1,2023-04-21,2023-05-31,2023-04-23,2023-04-04,2023-05-12,38.0,No,4. Greater than 21 Days
5199192,1,1,5199192-1-1,EMEA,Northern Europe,Finland,Nordics and Netherlands,Imaging,MR,MR,Finland,Helsingin ja Uudenmaan sairaanhoitopiiri,DISCOVERY PET/MR FLO,DISCOVERY PET/MR FLO,3804313,4261019,2022-06-28,2023-04-15,2023-04-15,2023-04-06,2023-04-07,2023-04-06,Fully Shipped,2023-03-15,2023-03-14,Yes,05_00_00_00_00_00_95,2023-05-30,Not Approved,,,,18,6,42,3574500,DDP,"Enwere, Viktor Ibeawuchi",Procured Not Cancelled,Markku Torronen,GBL-PUBLIC,2023-01-18,2023-01-18,2024-03-07,2023-03-27,Credit Approved,,2022-07-04,5199192-HUS / Meilahden isotooppiyks-SIGNA PET/MR-INST-104100,CDO-EOM-IRISO,Yes,2022-06-28,Direct Public,291,291.0,282.0,259.0,204,9,27,1,2023-04-15,2023-04-15,2023-04-12,2023-04-03,2023-04-22,3.0,No,1. Within 7 Days
5395245,1,4,5395245-1-4,EMEA,DACH,Germany,Germany,Imaging,CT,AW,Germany North,CHARITE - UNIVERSITAETSMEDIZIN BERLIN,AWS VM SMART SUBSCRIPTION,Revolution Ascend Elite BHW,464581,575000,2023-12-28,2024-08-19,2024-08-19,2024-08-19,2024-08-15,2024-08-14,Fully Shipped,2024-07-15,2024-07-15,No,00_00_00_00_00_00_100,,Not Approved,,2024-05-30,,9,4,14,0,CIP,"Skorzinski, Stefan",Procured Not Cancelled,Matthias Grass,GBL-PUBLIC,2024-05-22,2024-05-22,2024-08-14,2024-07-17,Credit Approved,,2024-01-15,"5395245-Charité, Campus Virchow-Klin-Revolution Ascend-INST-0337647",CDO-EOM-IRISO,Yes,2023-12-28,Direct Public,235,235.0,230.0,200.0,146,1,30,1,2024-08-19,2024-08-19,2024-08-19,2024-08-16,2024-08-21,0.0,No,1. Within 7 Days
5243642,1,2,5243642-1-2,EMEA,FBFA,France,France,Imaging,MR,MR,France East,HCL GROUPEMENT HOSPITALIER NORD,1.5T SIGNA VOYAGER TJS IPM,1.5T SIGNA VOYAGER TJS IPM,973276,1129943,2022-11-14,2023-08-29,2023-08-22,2023-09-18,2023-08-18,2023-08-28,Fully Shipped,,2023-07-21,No,00_00_00_00_00_00_100,2023-08-29,Not Approved,,,,22,4,42,901247,CIF,"KOUBBI, AMANDINE",Procured Not Cancelled,Damien Klughertz,GBL-PUBLIC,2023-05-16,2023-06-13,2023-08-14,2023-08-07,Credit Approved,2022-11-18,2023-03-28,5243642-Scanner Irm Du Barrois-SIGNA Voyager 1.5T-INST-0312092,STD,Yes,2022-11-03,Direct Public,292,299.0,298.0,260.0,194,9,28,1,2023-08-22,2023-08-29,2023-08-23,2023-08-16,2023-08-31,6.0,No,1. Within 7 Days
5221316,1,1,5221316-1-1,EMEA,RCIS,Russia,Russia,Imaging,CT,CT,Moscow and Central,GORMEDTEHNIKA GAU,Revolution EVO3.7 Mid BHW,Revolution EVO BHW,192089,340641,2022-09-05,2023-08-01,2023-04-21,2077-08-06,2023-04-21,2023-08-01,Fully Shipped,,2023-04-12,No,00_00_00_85_00_15_00,2023-12-28,Not Approved,,,2023-08-01,10,6,42,159256,DDP,"Smirnova, Evgenia",Procured Not Cancelled,Ilya Marukhin,GBL-PUBLIC,2023-04-05,2023-06-09,2023-12-29,2023-05-11,Credit Approved,,2022-09-26,"5221316-#13-ГБУЗ ""ГП № 134 ДЗМ""-Revolution EVO-INST-0330662",CDO-EOM-IRISO,Yes,2022-09-05,Direct Public,228,330.0,330.0,219.0,212,3,75,1,2023-04-21,2023-08-01,2023-04-21,2023-04-16,2023-04-26,102.0,Yes,4. Greater than 21 Days
5356655,1,1,5356655-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Gujarat,HEALFIRST MULTISPECIALITY HOSPITAL PRIVATE LIMITED,Aspire 8 with Fixed Table India,Revolution Aspire 8 India,128140,154895,2023-09-22,2024-05-11,2024-05-30,2024-05-30,2024-05-29,2024-05-10,Fully Shipped,2024-05-24,2024-05-23,No,00_00_00_100_00_00_00,2024-05-11,Not Approved,,,,1,1,30,128140,FOB,"Mohammed, Shahul",Procured Not Cancelled,Kapila P S,EXTERNAL-PVT_INDIA,2024-01-03,2024-05-03,2024-05-25,2024-05-24,Credit Approved,2023-11-09,2024-05-10,5356655-Healfirst Multispeciality Ho-Revolution Aspire-INST-0379554,STD,Yes,2023-09-20,Direct Public,253,234.0,233.0,246.0,105,3,37,1,2024-05-30,2024-05-11,2024-05-28,2024-05-15,2024-06-10,-17.0,No,3. Within 21 Days
5393462,1,1,5393462-1-1,Intercontinental,Japan,Japan,Japan,Imaging,CT,CT,Hokkaido Aomori,Tokyo Shoji (KK,Frontier GSI 3.0 GT2000 BHW,Revolution Frontier BHW,313871,358749,2023-12-26,2024-05-01,2024-05-01,2024-05-01,2024-04-26,2024-04-23,Fully Shipped,2024-04-12,2024-04-03,Yes,00_00_00_00_00_00_100,2024-05-01,Not Approved,,,,20,2,42,313871,CIF,"Tanaka, Kaori",Procured Not Cancelled,Hijiri Otomo,GBL-PRIVATE,2023-12-27,2024-03-12,2024-04-05,2024-04-12,Credit Approved,,,5393462-青森保健生活協同組合あおもり協立病院-Revolution Fronti,STD,Yes,2023-12-26,Direct Private,127,127.0,119.0,99.0,1,3,44,0,2024-05-01,2024-05-01,2024-04-22,2024-03-17,2024-05-28,9.0,No,2. Within 14 Days
5298340,1,1,5298340-1-1,EMEA,FBFA,France,France,Imaging,CT,CT,France North and IDF,CH INTERCOMMUNAL LE RAINCY MONTFERMEIL,Discovery RT Gen3 HVY BHW,Discovery RT BHW,340254,380458,2023-03-29,2023-12-04,2023-12-04,2023-12-04,2023-11-30,2023-12-01,Fully Shipped,2023-11-27,2023-07-24,No,00_00_00_00_00_00_100,2023-12-04,Not Approved,,,,32,4,42,340253,CIF,"RICHARD, Maiwenn",Procured Not Cancelled,Guillaume Creste,GBL-PUBLIC,2023-05-03,2023-08-07,2024-02-07,2023-08-23,Credit Approved,2023-03-29,2023-08-14,5298340-CHI Le Raincy-Montfermeil-Discovery RT-INST-0255293,STD,Yes,2023-03-29,Direct Public,250,250.0,247.0,117.0,35,3,28,1,2023-12-04,2023-12-04,2023-12-01,2023-11-07,2023-12-25,3.0,No,1. Within 7 Days
5340849,1,1,5340849-1-1,Intercontinental,India,India,India,Imaging,CT,CT,Mumbai,KRSNAA DIAGNOSTICS LIMITED,REVOLUTION ACTS SVCT INDIA,Revolution ACT India,108794,146787,2023-08-07,2024-03-16,2024-03-30,2024-03-30,2024-03-26,2024-03-13,Fully Shipped,2024-03-06,2024-03-04,No,00_00_00_100_00_00_00,2024-03-16,Not Approved,,,,0,4,30,108794,FOB,"Mohammed, Shahul",Procured Not Cancelled,Akash Rebhankar,EXTERNAL-PVT_INDIA,2024-02-14,2024-02-14,2024-03-13,2024-03-05,Credit Approved,2023-08-08,2024-03-13,5340849-Krsnaa Diagnostics Limited-Revolution ACTs-INST-0374124,STD,Yes,2023-08-02,Direct Public,241,227.0,224.0,215.0,196,3,37,1,2024-03-30,2024-03-16,2024-03-28,2024-03-19,2024-04-06,-12.0,No,2. Within 14 Days
